id,timestamp,user,api,region,response_time,bytes,status,is_anomaly
28,2025-09-15T02:17:51.927878,alice,DeleteVM,ap-south-1,0.437,2581,200,0
29,2025-09-14T16:53:10.927878,attacker,DeleteObject,eu-west-1,4.419,200000,200,1
30,2025-09-15T03:21:12.927878,bob,PutObject,us-east-1,0.205,2335,200,0
31,2025-09-15T03:01:45.927878,bob,GetObject,ap-south-1,0.17,1966,200,0
32,2025-09-15T15:15:37.927878,alice,Login,us-east-1,0.21,665,200,0
33,2025-09-15T00:16:03.927878,carol,GetObject,eu-west-1,0.179,1323,200,0
34,2025-09-14T16:58:43.927878,attacker,ListBuckets,eu-west-1,4.444,200000,200,1
35,2025-09-14T16:50:59.927878,attacker,PutObject,eu-west-1,4.642,200000,200,1
36,2025-09-14T17:23:07.927878,attacker,DeleteObject,eu-west-1,4.271,200000,200,1
37,2025-09-14T16:28:51.927878,attacker,GetObject,eu-west-1,4.164,200000,200,1
38,2025-09-14T22:13:20.927878,svc_backup,Login,eu-west-1,0.36,1221,200,0
39,2025-09-15T15:06:28.927878,carol,CreateVM,us-east-1,0.288,939,200,0
40,2025-09-14T16:34:21.927878,attacker,DeleteObject,eu-west-1,4.506,200000,200,1
41,2025-09-15T04:58:04.927878,bob,Login,us-east-1,0.32,1634,403,0
42,2025-09-15T03:20:22.927878,carol,GetObject,us-east-1,0.129,1929,200,0
43,2025-09-15T09:11:19.927878,bob,Login,ap-south-1,0.182,3952,200,0
44,2025-09-15T03:24:37.927878,bob,Login,eu-west-1,0.287,2306,200,0
45,2025-09-14T18:41:31.927878,alice,Login,us-east-1,0.37,1581,200,0
46,2025-09-14T22:10:25.927878,bob,GetObject,ap-south-1,0.151,3642,200,0
47,2025-09-15T11:24:53.927878,dave,Login,eu-west-1,0.138,1585,200,0
48,2025-09-15T09:41:04.927878,bob,Login,us-east-1,0.226,1698,200,0
49,2025-09-14T16:37:25.927878,attacker,DeleteObject,eu-west-1,4.901,200000,200,1
50,2025-09-14T22:51:43.927878,alice,AssumeRole,us-east-1,0.227,2409,200,0
51,2025-09-14T16:53:02.927878,attacker,ListBuckets,eu-west-1,4.614,200000,200,1
52,2025-09-14T17:24:21.927878,bob,ListBuckets,ap-south-1,0.305,152,200,0
53,2025-09-15T13:50:55.927878,carol,DescribeInstances,eu-west-1,0.172,1894,200,0
54,2025-09-15T12:42:34.927878,admin,GetObject,ap-south-1,0.472,1166,200,0
55,2025-09-15T05:17:38.927878,alice,ListBuckets,ap-south-1,0.35,3171,200,0
56,2025-09-14T22:18:00.927878,carol,GetObject,eu-west-1,0.173,2070,200,0
57,2025-09-15T12:09:36.927878,carol,ListBuckets,eu-west-1,0.449,2105,200,0
58,2025-09-14T19:31:59.927878,carol,GetObject,us-east-1,0.111,1839,200,0
59,2025-09-14T17:19:47.927878,attacker,ListBuckets,eu-west-1,4.518,200000,200,1
60,2025-09-14T16:52:46.927878,attacker,DeleteObject,eu-west-1,4.517,200000,200,1
61,2025-09-15T11:15:48.927878,bob,PutObject,ap-south-1,0.363,1448,200,0
62,2025-09-15T01:22:37.927878,carol,Login,ap-south-1,0.487,1665,200,0
63,2025-09-14T17:15:12.927878,attacker,PutObject,eu-west-1,4.082,200000,200,1
64,2025-09-14T16:32:03.927878,attacker,DeleteObject,eu-west-1,4.131,200000,200,1
65,2025-09-14T17:10:23.927878,attacker,PutObject,eu-west-1,4.963,200000,200,1
66,2025-09-14T16:59:29.927878,alice,AssumeRole,us-east-1,0.394,3288,200,0
67,2025-09-15T15:13:10.927878,svc_backup,GetObject,us-east-1,0.434,2157,200,0
68,2025-09-14T17:22:25.927878,attacker,DeleteObject,eu-west-1,4.415,200000,200,1
69,2025-09-15T13:03:50.927878,bob,Login,ap-south-1,0.586,2887,200,0
70,2025-09-15T00:49:52.927878,bob,DescribeInstances,ap-south-1,0.281,3319,200,0
71,2025-09-15T07:59:47.927878,svc_backup,GetObject,us-east-1,0.411,1574,200,0
72,2025-09-14T23:19:11.927878,alice,AssumeRole,eu-west-1,0.452,1860,200,0
73,2025-09-15T03:22:27.927878,bob,PutObject,ap-south-1,0.488,2078,200,0
74,2025-09-15T02:22:06.927878,alice,Login,us-east-1,0.207,2077,403,0
75,2025-09-15T07:40:10.927878,dave,GetObject,ap-south-1,0.179,1864,200,0
76,2025-09-14T16:42:37.927878,attacker,GetObject,eu-west-1,4.181,200000,200,1
77,2025-09-15T02:59:36.927878,dave,PutObject,us-east-1,0.473,3040,200,0
78,2025-09-14T19:35:24.927878,dave,GetObject,eu-west-1,0.272,1344,200,0
79,2025-09-15T00:31:29.927878,carol,GetObject,us-east-1,0.159,159,200,0
80,2025-09-14T21:05:55.927878,carol,PutObject,us-east-1,0.148,1736,200,0
81,2025-09-14T17:08:22.927878,attacker,ListBuckets,eu-west-1,4.827,200000,200,1
82,2025-09-15T03:03:06.927878,alice,GetObject,us-east-1,0.555,1772,200,0
83,2025-09-15T00:12:28.927878,bob,ListBuckets,us-east-1,0.278,3379,200,0
84,2025-09-14T16:57:11.927878,attacker,GetObject,eu-west-1,4.084,200000,200,1
85,2025-09-14T17:05:06.927878,attacker,DeleteObject,eu-west-1,4.728,200000,200,1
86,2025-09-15T15:29:33.927878,alice,Login,eu-west-1,0.114,2071,403,0
87,2025-09-14T18:03:01.927878,bob,Login,ap-south-1,0.091,1088,200,0
88,2025-09-15T11:12:17.927878,admin,PutObject,eu-west-1,0.323,2578,200,0
89,2025-09-14T16:47:52.927878,attacker,DeleteObject,eu-west-1,4.106,200000,200,1
90,2025-09-14T21:14:55.927878,bob,Login,us-east-1,0.369,2209,200,0
91,2025-09-15T11:52:36.927878,carol,DescribeInstances,eu-west-1,0.05,2794,200,0
92,2025-09-14T23:26:10.927878,svc_backup,AssumeRole,us-east-1,0.566,2770,200,0
93,2025-09-14T17:05:23.927878,attacker,PutObject,eu-west-1,4.904,200000,200,1
94,2025-09-15T01:44:17.927878,admin,Login,eu-west-1,0.225,1345,200,0
95,2025-09-14T22:25:21.927878,bob,DeleteObject,ap-south-1,0.267,3078,200,0
96,2025-09-14T16:59:15.927878,attacker,PutObject,eu-west-1,4.207,200000,200,1
97,2025-09-15T12:18:56.927878,alice,GetObject,us-east-1,0.268,1658,200,0
98,2025-09-14T16:51:52.927878,attacker,GetObject,eu-west-1,4.968,200000,200,1
99,2025-09-14T16:29:37.927878,attacker,PutObject,eu-west-1,4.995,200000,200,1
100,2025-09-14T23:14:45.927878,bob,DeleteVM,us-east-1,0.268,2717,200,0
101,2025-09-14T16:28:20.927878,attacker,GetObject,eu-west-1,4.858,200000,200,1
102,2025-09-14T17:25:27.927878,attacker,GetObject,eu-west-1,4.398,200000,200,1
103,2025-09-14T22:23:17.927878,bob,ListBuckets,us-east-1,0.559,1737,200,0
104,2025-09-15T07:26:23.927878,alice,Login,eu-west-1,0.237,2251,200,0
105,2025-09-14T20:56:57.927878,carol,DescribeInstances,eu-west-1,0.277,1643,200,0
106,2025-09-15T08:57:46.927878,dave,GetObject,us-east-1,0.294,3265,200,0
107,2025-09-14T21:21:59.927878,alice,GetObject,eu-west-1,0.587,1650,200,0
108,2025-09-15T08:46:58.927878,admin,ListBuckets,ap-south-1,0.375,914,403,0
109,2025-09-14T17:24:07.927878,alice,AssumeRole,ap-south-1,0.148,3112,403,0
110,2025-09-14T17:03:31.927878,attacker,PutObject,eu-west-1,4.902,200000,200,1
111,2025-09-14T17:04:58.927878,attacker,ListBuckets,eu-west-1,4.787,200000,200,1
112,2025-09-15T01:45:30.927878,alice,DescribeInstances,ap-south-1,0.414,2615,200,0
113,2025-09-14T17:00:45.927878,attacker,DeleteObject,eu-west-1,4.136,200000,200,1
114,2025-09-14T23:45:27.927878,dave,PutObject,eu-west-1,0.413,2139,200,0
115,2025-09-15T02:22:40.927878,alice,DeleteObject,ap-south-1,0.18,3248,200,0
116,2025-09-14T23:03:02.927878,svc_backup,AssumeRole,ap-south-1,0.081,3059,200,0
117,2025-09-14T17:16:00.927878,attacker,ListBuckets,eu-west-1,4.388,200000,200,1
118,2025-09-15T14:19:58.927878,bob,PutObject,ap-south-1,0.494,348,200,0
119,2025-09-14T17:10:09.927878,attacker,DeleteObject,eu-west-1,4.022,200000,200,1
120,2025-09-15T04:36:47.927878,alice,Login,us-east-1,0.084,2133,200,0
121,2025-09-14T16:48:20.927878,attacker,DeleteObject,eu-west-1,4.31,200000,200,1
122,2025-09-14T16:35:36.927878,attacker,ListBuckets,eu-west-1,4.824,200000,200,1
123,2025-09-15T13:24:28.927878,alice,GetObject,eu-west-1,0.331,2142,200,0
124,2025-09-14T17:19:30.927878,attacker,ListBuckets,eu-west-1,4.05,200000,200,1
125,2025-09-14T16:45:36.927878,attacker,DeleteObject,eu-west-1,4.254,200000,200,1
126,2025-09-15T02:43:46.927878,dave,Login,us-east-1,0.215,3214,200,0
127,2025-09-14T17:41:27.927878,alice,Login,eu-west-1,0.455,1958,200,0
128,2025-09-15T06:26:59.927878,bob,Login,ap-south-1,0.273,2028,200,0
129,2025-09-14T19:52:34.927878,svc_backup,PutObject,us-east-1,0.25,1724,200,0
130,2025-09-14T16:59:02.927878,attacker,PutObject,eu-west-1,4.137,200000,200,1
131,2025-09-15T05:55:02.927878,alice,GetObject,us-east-1,0.14,2075,200,0
132,2025-09-15T07:30:12.927878,alice,Login,eu-west-1,0.413,1690,200,0
133,2025-09-15T15:29:37.927878,carol,ListBuckets,us-east-1,0.269,2986,200,0
134,2025-09-15T15:11:10.927878,alice,GetObject,ap-south-1,0.312,1765,200,0
135,2025-09-15T02:48:25.927878,carol,ListBuckets,eu-west-1,0.403,1381,200,0
136,2025-09-15T05:17:06.927878,alice,GetObject,us-east-1,0.05,2352,200,0
137,2025-09-15T05:00:31.927878,alice,Login,eu-west-1,0.434,3541,200,0
138,2025-09-14T16:33:20.927878,attacker,PutObject,eu-west-1,4.006,200000,200,1
139,2025-09-14T16:35:37.927878,carol,PutObject,ap-south-1,0.37,2580,200,0
140,2025-09-14T16:47:47.927878,attacker,DeleteObject,eu-west-1,4.55,200000,200,1
141,2025-09-15T10:06:40.927878,bob,AssumeRole,ap-south-1,0.497,2167,200,0
142,2025-09-14T16:31:19.927878,attacker,PutObject,eu-west-1,4.213,200000,200,1
143,2025-09-15T09:13:46.927878,admin,GetObject,eu-west-1,0.455,2763,200,0
144,2025-09-15T10:19:31.927878,carol,Login,us-east-1,0.384,1827,200,0
145,2025-09-14T16:34:36.927878,svc_backup,GetObject,eu-west-1,0.25,2274,200,0
146,2025-09-14T17:07:02.927878,attacker,DeleteObject,eu-west-1,4.615,200000,200,1
147,2025-09-15T15:05:32.927878,dave,Login,ap-south-1,0.19,1534,500,0
148,2025-09-15T06:07:49.927878,bob,DescribeInstances,ap-south-1,0.48,1764,200,0
149,2025-09-15T13:22:53.927878,bob,Login,eu-west-1,0.198,3234,200,0
150,2025-09-14T17:24:15.927878,attacker,ListBuckets,eu-west-1,4.43,200000,200,1
151,2025-09-14T16:34:38.927878,attacker,ListBuckets,eu-west-1,4.896,200000,200,1
152,2025-09-14T16:37:40.927878,attacker,PutObject,eu-west-1,4.405,200000,200,1
153,2025-09-15T15:58:25.927878,svc_backup,DescribeInstances,us-east-1,0.112,1700,200,0
154,2025-09-15T15:01:00.927878,dave,PutObject,ap-south-1,0.088,2472,200,0
155,2025-09-14T16:32:47.927878,attacker,ListBuckets,eu-west-1,4.381,200000,200,1
156,2025-09-14T17:14:33.927878,attacker,ListBuckets,eu-west-1,4.874,200000,200,1
157,2025-09-14T17:13:08.927878,attacker,PutObject,eu-west-1,4.804,200000,200,1
158,2025-09-14T23:48:11.927878,carol,GetObject,ap-south-1,0.665,1953,200,0
159,2025-09-14T17:50:39.927878,carol,DescribeInstances,eu-west-1,0.368,2173,200,0
160,2025-09-15T14:17:26.927878,alice,PutObject,us-east-1,0.283,1715,200,0
161,2025-09-14T17:50:04.927878,alice,DescribeInstances,us-east-1,0.23,2730,200,0
162,2025-09-14T18:28:24.927878,bob,Login,us-east-1,0.321,2569,200,0
163,2025-09-15T09:40:24.927878,svc_backup,DescribeInstances,us-east-1,0.433,3629,200,0
164,2025-09-15T01:31:16.927878,svc_backup,CreateVM,ap-south-1,0.13,2322,200,0
165,2025-09-14T17:42:33.927878,alice,ListBuckets,eu-west-1,0.252,1569,200,0
166,2025-09-14T17:05:52.927878,attacker,ListBuckets,eu-west-1,4.703,200000,200,1
167,2025-09-15T07:14:38.927878,alice,DescribeInstances,eu-west-1,0.454,2053,403,0
168,2025-09-15T09:14:27.927878,dave,GetObject,eu-west-1,0.473,1596,200,0
169,2025-09-14T17:21:07.927878,attacker,DeleteObject,eu-west-1,4.497,200000,200,1
170,2025-09-15T05:56:05.927878,alice,GetObject,ap-south-1,0.162,3164,200,0
171,2025-09-15T15:25:17.927878,carol,AssumeRole,ap-south-1,0.254,1869,200,0
172,2025-09-15T14:44:32.927878,carol,PutObject,us-east-1,0.531,1119,200,0
173,2025-09-15T13:14:21.927878,bob,Login,us-east-1,0.371,2209,200,0
174,2025-09-14T19:18:24.927878,alice,AssumeRole,eu-west-1,0.322,1149,200,0
175,2025-09-15T15:03:07.927878,alice,PutObject,eu-west-1,0.163,2476,403,0
176,2025-09-14T23:53:41.927878,bob,GetObject,us-east-1,0.188,3181,500,0
177,2025-09-15T09:20:47.927878,alice,PutObject,us-east-1,0.364,3256,200,0
178,2025-09-14T22:21:29.927878,alice,Login,ap-south-1,0.373,2403,200,0
179,2025-09-14T19:48:25.927878,alice,ListBuckets,ap-south-1,0.386,2223,500,0
180,2025-09-15T02:10:50.927878,svc_backup,AssumeRole,ap-south-1,0.283,1830,200,0
181,2025-09-14T16:29:44.927878,attacker,DeleteObject,eu-west-1,4.016,200000,200,1
182,2025-09-15T10:31:23.927878,alice,ListBuckets,eu-west-1,0.213,275,200,0
183,2025-09-14T18:02:52.927878,carol,DescribeInstances,ap-south-1,0.503,2662,200,0
184,2025-09-15T11:48:13.927878,bob,CreateVM,us-east-1,0.276,2597,200,0
185,2025-09-14T16:45:23.927878,attacker,GetObject,eu-west-1,4.236,200000,200,1
186,2025-09-15T02:23:48.927878,bob,Login,eu-west-1,0.379,2347,200,0
187,2025-09-14T21:25:10.927878,dave,CreateVM,ap-south-1,0.313,1308,200,0
188,2025-09-15T05:18:43.927878,bob,PutObject,us-east-1,0.362,1295,200,0
189,2025-09-14T16:58:23.927878,attacker,DeleteObject,eu-west-1,4.392,200000,200,1
190,2025-09-15T16:02:04.927878,carol,DeleteObject,eu-west-1,0.507,1910,200,0
191,2025-09-14T17:09:11.927878,attacker,PutObject,eu-west-1,4.655,200000,200,1
192,2025-09-14T16:46:58.927878,attacker,GetObject,eu-west-1,4.642,200000,200,1
193,2025-09-15T13:55:01.927878,alice,PutObject,eu-west-1,0.399,1002,200,0
194,2025-09-15T01:15:01.927878,alice,DeleteVM,eu-west-1,0.396,1778,200,0
195,2025-09-14T16:57:45.927878,attacker,DeleteObject,eu-west-1,4.427,200000,200,1
196,2025-09-15T15:35:03.927878,dave,DeleteObject,ap-south-1,0.202,1953,200,0
197,2025-09-15T04:56:42.927878,alice,Login,eu-west-1,0.452,2275,200,0
198,2025-09-15T05:19:48.927878,carol,Login,us-east-1,0.276,2388,200,0
199,2025-09-15T13:50:28.927878,alice,Login,eu-west-1,0.246,1645,200,0
200,2025-09-15T12:12:59.927878,alice,GetObject,us-east-1,0.485,2010,500,0
201,2025-09-14T16:45:35.927878,attacker,PutObject,eu-west-1,4.917,200000,200,1
202,2025-09-15T10:37:27.927878,bob,Login,us-east-1,0.692,1419,403,0
203,2025-09-15T12:05:42.927878,alice,ListBuckets,ap-south-1,0.327,1266,200,0
204,2025-09-14T16:55:53.927878,attacker,ListBuckets,eu-west-1,4.273,200000,200,1
205,2025-09-14T17:02:36.927878,attacker,ListBuckets,eu-west-1,4.844,200000,200,1
206,2025-09-14T22:47:16.927878,alice,AssumeRole,eu-west-1,0.328,2107,200,0
207,2025-09-14T16:50:33.927878,attacker,PutObject,eu-west-1,4.026,200000,200,1
208,2025-09-15T06:35:48.927878,carol,GetObject,ap-south-1,0.362,936,200,0
209,2025-09-14T20:33:16.927878,bob,AssumeRole,eu-west-1,0.05,1638,200,0
210,2025-09-14T23:16:12.927878,dave,Login,us-east-1,0.605,2057,200,0
211,2025-09-15T03:26:24.927878,bob,PutObject,us-east-1,0.179,2078,200,0
212,2025-09-15T04:51:53.927878,svc_backup,GetObject,us-east-1,0.159,2112,200,0
213,2025-09-15T15:43:53.927878,carol,CreateVM,eu-west-1,0.27,987,200,0
214,2025-09-15T08:15:22.927878,alice,ListBuckets,us-east-1,0.346,2382,200,0
215,2025-09-14T21:14:33.927878,dave,PutObject,us-east-1,0.345,2294,200,0
216,2025-09-14T17:06:50.927878,attacker,GetObject,eu-west-1,4.438,200000,200,1
217,2025-09-14T17:04:11.927878,attacker,DeleteObject,eu-west-1,4.154,200000,200,1
218,2025-09-14T17:05:26.927878,attacker,GetObject,eu-west-1,4.232,200000,200,1
219,2025-09-15T04:48:27.927878,bob,Login,eu-west-1,0.203,1157,200,0
220,2025-09-14T20:32:20.927878,bob,DeleteVM,ap-south-1,0.181,1875,200,0
221,2025-09-14T16:57:08.927878,attacker,ListBuckets,eu-west-1,4.57,200000,200,1
222,2025-09-14T20:46:47.927878,alice,CreateVM,eu-west-1,0.292,2601,200,0
223,2025-09-15T15:30:36.927878,bob,Login,ap-south-1,0.329,1373,200,0
224,2025-09-15T06:29:22.927878,alice,Login,ap-south-1,0.557,2360,200,0
225,2025-09-14T20:58:01.927878,carol,Login,eu-west-1,0.282,867,200,0
226,2025-09-15T05:13:31.927878,svc_backup,Login,eu-west-1,0.466,2360,200,0
227,2025-09-15T06:36:28.927878,carol,PutObject,eu-west-1,0.371,2563,200,0
228,2025-09-15T16:15:24.927878,bob,GetObject,us-east-1,0.517,2340,200,0
229,2025-09-14T17:05:29.927878,attacker,GetObject,eu-west-1,4.911,200000,200,1
230,2025-09-14T17:07:25.927878,attacker,ListBuckets,eu-west-1,4.81,200000,200,1
231,2025-09-14T16:47:41.927878,attacker,ListBuckets,eu-west-1,4.652,200000,200,1
232,2025-09-15T11:53:01.927878,bob,ListBuckets,us-east-1,0.268,2048,200,0
233,2025-09-14T17:00:13.927878,attacker,ListBuckets,eu-west-1,4.569,200000,200,1
234,2025-09-15T08:54:32.927878,bob,ListBuckets,us-east-1,0.544,1108,200,0
235,2025-09-14T16:32:17.927878,attacker,PutObject,eu-west-1,4.078,200000,200,1
236,2025-09-14T21:34:19.927878,alice,GetObject,ap-south-1,0.055,1835,200,0
237,2025-09-15T05:54:32.927878,alice,AssumeRole,ap-south-1,0.187,3333,403,0
238,2025-09-15T08:14:04.927878,dave,DescribeInstances,us-east-1,0.348,2574,200,0
239,2025-09-14T17:20:38.927878,attacker,DeleteObject,eu-west-1,4.705,200000,200,1
240,2025-09-15T02:17:10.927878,svc_backup,GetObject,ap-south-1,0.203,2232,200,0
241,2025-09-14T17:09:43.927878,attacker,ListBuckets,eu-west-1,4.539,200000,200,1
242,2025-09-15T09:57:42.927878,alice,DescribeInstances,ap-south-1,0.288,776,200,0
243,2025-09-15T07:08:38.927878,alice,GetObject,eu-west-1,0.226,1463,200,0
244,2025-09-14T16:41:18.927878,attacker,ListBuckets,eu-west-1,4.815,200000,200,1
245,2025-09-14T21:18:40.927878,alice,Login,ap-south-1,0.313,1473,200,0
246,2025-09-14T16:39:27.927878,attacker,GetObject,eu-west-1,4.625,200000,200,1
247,2025-09-14T17:13:01.927878,attacker,DeleteObject,eu-west-1,4.099,200000,200,1
248,2025-09-15T05:50:38.927878,alice,GetObject,us-east-1,0.524,1406,200,0
249,2025-09-14T16:29:41.927878,attacker,PutObject,eu-west-1,4.598,200000,200,1
250,2025-09-14T17:03:29.927878,attacker,GetObject,eu-west-1,4.648,200000,200,1
251,2025-09-14T16:39:05.927878,bob,DescribeInstances,eu-west-1,0.117,1985,200,0
252,2025-09-14T16:52:29.927878,attacker,ListBuckets,eu-west-1,4.147,200000,200,1
253,2025-09-14T17:14:25.927878,attacker,GetObject,eu-west-1,4.013,200000,200,1
254,2025-09-14T16:40:48.927878,attacker,ListBuckets,eu-west-1,4.323,200000,200,1
255,2025-09-14T17:24:23.927878,attacker,ListBuckets,eu-west-1,4.625,200000,200,1
256,2025-09-14T16:56:18.927878,attacker,GetObject,eu-west-1,4.606,200000,200,1
257,2025-09-15T03:35:18.927878,alice,ListBuckets,us-east-1,0.344,3456,200,0
258,2025-09-14T21:31:37.927878,bob,ListBuckets,eu-west-1,0.407,2129,200,0
259,2025-09-14T16:56:18.927878,attacker,DeleteObject,eu-west-1,4.93,200000,200,1
260,2025-09-14T21:29:42.927878,carol,ListBuckets,us-east-1,0.246,2645,200,0
261,2025-09-14T17:15:59.927878,attacker,DeleteObject,eu-west-1,4.209,200000,200,1
262,2025-09-14T16:30:37.927878,attacker,PutObject,eu-west-1,4.845,200000,200,1
263,2025-09-15T08:41:58.927878,bob,PutObject,eu-west-1,0.283,2703,200,0
264,2025-09-15T15:41:15.927878,bob,Login,eu-west-1,0.335,3089,200,0
265,2025-09-14T16:56:46.927878,attacker,GetObject,eu-west-1,4.073,200000,200,1
266,2025-09-15T05:08:39.927878,alice,ListBuckets,us-east-1,0.083,2143,200,0
267,2025-09-14T21:38:46.927878,alice,ListBuckets,ap-south-1,0.289,3009,200,0
268,2025-09-15T14:14:02.927878,admin,Login,us-east-1,0.266,1893,200,0
269,2025-09-14T17:01:11.927878,attacker,GetObject,eu-west-1,4.772,200000,200,1
270,2025-09-15T00:39:16.927878,alice,AssumeRole,ap-south-1,0.249,2674,200,0
271,2025-09-15T14:54:06.927878,alice,PutObject,eu-west-1,0.29,2075,200,0
272,2025-09-15T00:19:00.927878,bob,GetObject,eu-west-1,0.253,1125,200,0
273,2025-09-14T16:40:35.927878,attacker,ListBuckets,eu-west-1,4.587,200000,200,1
274,2025-09-15T08:14:40.927878,alice,DeleteObject,ap-south-1,0.415,2416,200,0
275,2025-09-15T08:25:23.927878,bob,PutObject,eu-west-1,0.251,1254,200,0
276,2025-09-15T12:25:46.927878,bob,Login,us-east-1,0.258,1880,200,0
277,2025-09-14T17:10:46.927878,attacker,ListBuckets,eu-west-1,4.541,200000,200,1
278,2025-09-14T23:07:17.927878,alice,GetObject,eu-west-1,0.31,3220,200,0
279,2025-09-15T14:16:10.927878,svc_backup,GetObject,us-east-1,0.313,1419,200,0
280,2025-09-14T16:30:01.927878,attacker,DeleteObject,eu-west-1,4.519,200000,200,1
281,2025-09-14T17:10:21.927878,attacker,DeleteObject,eu-west-1,4.058,200000,200,1
282,2025-09-15T05:17:00.927878,alice,GetObject,us-east-1,0.232,2442,200,0
283,2025-09-14T20:37:53.927878,carol,GetObject,eu-west-1,0.269,2473,200,0
284,2025-09-14T18:00:41.927878,alice,PutObject,us-east-1,0.382,2766,200,0
285,2025-09-14T17:26:15.927878,attacker,GetObject,eu-west-1,4.636,200000,200,1
286,2025-09-15T05:35:30.927878,carol,PutObject,us-east-1,0.186,1729,200,0
287,2025-09-14T16:42:09.927878,attacker,DeleteObject,eu-west-1,4.899,200000,200,1
288,2025-09-14T16:39:35.927878,attacker,PutObject,eu-west-1,4.386,200000,200,1
289,2025-09-15T00:53:42.927878,carol,DescribeInstances,eu-west-1,0.456,2444,200,0
290,2025-09-14T17:17:11.927878,attacker,PutObject,eu-west-1,4.25,200000,200,1
291,2025-09-14T17:31:23.927878,alice,GetObject,ap-south-1,0.109,1379,200,0
292,2025-09-14T17:11:12.927878,attacker,DeleteObject,eu-west-1,4.744,200000,200,1
293,2025-09-15T16:24:54.927878,dave,DeleteVM,eu-west-1,0.333,1153,200,0
294,2025-09-15T08:43:03.927878,bob,CreateVM,ap-south-1,0.182,1191,200,0
295,2025-09-15T03:35:31.927878,svc_backup,ListBuckets,eu-west-1,0.673,862,200,0
296,2025-09-15T15:47:24.927878,alice,ListBuckets,us-east-1,0.338,1999,200,0
297,2025-09-14T16:27:07.927878,attacker,GetObject,eu-west-1,4.893,200000,200,1
298,2025-09-15T15:21:33.927878,alice,ListBuckets,us-east-1,0.159,1785,200,0
299,2025-09-15T07:08:36.927878,bob,Login,ap-south-1,0.283,2413,200,0
300,2025-09-14T16:58:05.927878,attacker,PutObject,eu-west-1,4.418,200000,200,1
301,2025-09-14T17:09:50.927878,svc_backup,ListBuckets,ap-south-1,0.452,1768,200,0
302,2025-09-15T15:17:00.927878,bob,Login,ap-south-1,0.223,3141,200,0
303,2025-09-14T21:16:55.927878,alice,Login,us-east-1,0.291,1745,200,0
304,2025-09-15T16:26:36.927878,alice,Login,ap-south-1,0.086,3174,200,0
305,2025-09-15T07:38:48.927878,alice,DescribeInstances,us-east-1,0.496,2837,200,0
306,2025-09-15T02:37:34.927878,alice,GetObject,eu-west-1,0.373,1266,200,0
307,2025-09-15T02:42:37.927878,carol,PutObject,ap-south-1,0.53,2506,200,0
308,2025-09-14T16:41:56.927878,attacker,GetObject,eu-west-1,4.603,200000,200,1
309,2025-09-14T16:31:35.927878,attacker,PutObject,eu-west-1,4.879,200000,200,1
310,2025-09-14T21:11:59.927878,bob,Login,ap-south-1,0.36,2146,200,0
